id,file,line,marker,text,issue_refs,has_issue_ref,area,triage_status,severity,impact,reproducibility,dependency,owner,due,notes
TD-0191,src/conformance/monitors/api-contract-monitor.ts,161,TODO,"// traces: undefined, // TODO: Implement (removed as not part of interface)",,no,src,,,,,,,,
TD-0192,src/security/sbom-generator.ts,375,TODO,// Placeholder implementation - TODO: Replace with actual vulnerability scanning,,no,src,,,,,,,,
TD-0193,src/self-improvement/phase4-code-generation.ts,214,TODO,fixCode = `// TODO: Fix ${errorCode} - ${description}`;,,no,src,,,,,,,,
TD-0194,src/self-improvement/phase4-code-generation.ts,241,TODO,"return problemLine.replace(/(\w+)\s*$/, '$1 as any // TODO: Fix type compatibility');",,no,src,,,,,,,,
TD-0195,src/self-improvement/phase4-code-generation.ts,243,TODO,return problemLine + ' // TODO: Address type compatibility';,,no,src,,,,,,,,
TD-0196,src/self-improvement/phase4-code-generation.ts,252,TODO,return problemLine + ' // TODO: Update interface or remove invalid property';,,no,src,,,,,,,,
TD-0197,src/self-improvement/phase4-code-generation.ts,273,TODO,"const additions = props.map(prop => `  ${prop.trim()}: undefined, // TODO: Implement`).join('\n');",,no,src,,,,,,,,
TD-0198,src/self-improvement/phase4-code-generation.ts,276,TODO,return problemLine + ' // TODO: Add missing properties';,,no,src,,,,,,,,
TD-0199,src/self-improvement/phase5-verification-final.ts,298,TODO,const fixedLine = `    // ${problemLine.trim()} // TODO: Verify property exists in interface`;,,no,src,,,,,,,,
TD-0200,src/self-improvement/phase5-verification-final.ts,333,TODO,"const additions = props.map(prop => `  ${prop}: undefined, // TODO: Implement`).join('\n');",,no,src,,,,,,,,
TD-0201,src/testing/repro-writer.ts,42,TODO,"`test(${testNameLiteral}, () => { process.env.AE_SEED=${seedLiteral}; const data = JSON.parse(readFileSync(join(__dirname, ${jsonFilenameLiteral}), 'utf8')); /* TODO: call SUT(data) */ });`,",,no,src,,,,,,,,
TD-0202,tests/commands/tests-scaffold.test.ts,72,TODO,expect(property).toContain('TODO: Replace this placeholder with meaningful properties.');,,no,tests,,,,,,,,
TD-0203,tests/unit/ci/check-todo-issue-links.test.ts,7,TODO,} from '../../../scripts/ci/check-todo-issue-links.mjs';,,no,tests,,,,,,,,
TD-0204,tests/unit/ci/check-todo-issue-links.test.ts,9,TODO,"describe('check-todo-issue-links', () => {",,no,tests,,,,,,,,
TD-0205,tests/unit/ci/check-todo-issue-links.test.ts,10,TODO,"it('parses TODO/FIXME issue references with source location', () => {",,no,tests,,,,,,,,
TD-0206,tests/unit/ci/check-todo-issue-links.test.ts,13,TODO,"`// TODO(${hash}123): implement`,",,no,tests,,,,,,,,
TD-0207,tests/unit/ci/check-todo-issue-links.test.ts,14,FIXME,"`/* FIXME(${hash}456) pending */`,",,no,tests,,,,,,,,
TD-0208,tests/unit/ci/check-todo-issue-links.test.ts,15,TODO,"`// TODO ( ${hash}789 ) spacing variant`,",,no,tests,,,,,,,,
TD-0209,tests/unit/ci/check-todo-issue-links.test.ts,20,TODO,"expect.objectContaining({ file: 'src/sample.ts', line: 1, column: 4, marker: 'TODO', issue: 123 }),",,no,tests,,,,,,,,
TD-0210,tests/unit/ci/check-todo-issue-links.test.ts,21,FIXME,"expect.objectContaining({ file: 'src/sample.ts', line: 2, column: 4, marker: 'FIXME', issue: 456 }),",,no,tests,,,,,,,,
TD-0211,tests/unit/ci/check-todo-issue-links.test.ts,22,TODO,"expect.objectContaining({ file: 'src/sample.ts', line: 3, column: 4, marker: 'TODO', issue: 789 }),",,no,tests,,,,,,,,
TD-0212,tests/unit/ci/check-todo-issue-links.test.ts,28,TODO,"{ file: 'src/a.ts', line: 10, column: 3, marker: 'TODO', issue: 10 },",,no,tests,,,,,,,,
TD-0213,tests/unit/ci/check-todo-issue-links.test.ts,29,TODO,"{ file: 'src/b.ts', line: 20, column: 3, marker: 'TODO', issue: 20 },",,no,tests,,,,,,,,
TD-0214,tests/unit/ci/check-todo-issue-links.test.ts,30,FIXME,"{ file: 'src/c.ts', line: 30, column: 3, marker: 'FIXME', issue: 30 },",,no,tests,,,,,,,,
TD-0215,tests/unit/docs/check-doc-todo-markers.test.ts,9,TODO,} from '../../../scripts/docs/check-doc-todo-markers.mjs';,,no,tests,,,,,,,,
TD-0216,tests/unit/docs/check-doc-todo-markers.test.ts,12,TODO,"const rootDir = mkdtempSync(path.join(tmpdir(), 'ae-doc-todo-'));",,no,tests,,,,,,,,
TD-0217,tests/unit/docs/check-doc-todo-markers.test.ts,20,TODO,"describe('check-doc-todo-markers', () => {",,no,tests,,,,,,,,
TD-0218,tests/unit/docs/check-doc-todo-markers.test.ts,22,TODO,"const result = parseArgs(['node', 'check-doc-todo-markers.mjs']);",,no,tests,,,,,,,,
TD-0219,tests/unit/docs/check-doc-todo-markers.test.ts,27,TODO,"it('detects heading TODO markers without issue refs', () => {",,no,tests,,,,,,,,
TD-0220,tests/unit/docs/check-doc-todo-markers.test.ts,29,TODO,"'## TODO',",,no,tests,,,,,,,,
TD-0221,tests/unit/docs/check-doc-todo-markers.test.ts,30,FIXME,"'- FIXME next',",,no,tests,,,,,,,,
TD-0222,tests/unit/docs/check-doc-todo-markers.test.ts,32,TODO,"'// TODO: this is code and ignored',",,no,tests,,,,,,,,
TD-0223,tests/unit/docs/check-doc-todo-markers.test.ts,43,TODO,"it('accepts TODO/FIXME with issue references', () => {",,no,tests,,,,,,,,
TD-0224,tests/unit/docs/check-doc-todo-markers.test.ts,46,TODO,"`## TODO(${issueRef})`,",,no,tests,,,,,,,,
TD-0225,tests/unit/docs/check-doc-todo-markers.test.ts,47,FIXME,"`- FIXME(${issueRef}): follow-up`,",,no,tests,,,,,,,,
TD-0226,tests/unit/docs/check-doc-todo-markers.test.ts,56,TODO,"writeFileSync(path.join(rootDir, 'docs/ci/ok.md'), `## TODO(${issueRef})`);",,no,tests,,,,,,,,
TD-0227,tests/unit/docs/check-doc-todo-markers.test.ts,57,TODO,"writeFileSync(path.join(rootDir, 'docs/ci/ng.md'), '## TODO');",,no,tests,,,,,,,,
TD-0228,tests/unit/docs/check-doc-todo-markers.test.ts,61,TODO,"'check-doc-todo-markers.mjs',",,no,tests,,,,,,,,
